Latitude,Longitude,Province,Area,Perimeter,urban,Prefecture,County,geometry
41.0678,114.377,Hebei,0.886331817983,5.81021538507,1,Zhangjiakou,Zhangbei,"POLYGON Z ((114.3875156997887 41.07151378539345 0, 114.3875157001696 41.06989680725735 0, 114.3869767149864 41.069896803338 0, 114.3869767104281 41.06935781660844 0, 114.386168231531 41.06935781288102 0, 114.3861682266366 41.06908832306505 0, 114.3815868047702 41.06908832316594 0, 114.3815867993361 41.07043579168662 0, 114.3794785355958 41.07043579226571 0, 114.3772749012931 41.07043579198993 0, 114.3772707164196 41.06908833788928 0, 114.3778138744046 41.06908833705093 0, 114.3778138803854 41.06935782799391 0, 114.3791613664548 41.06935782797446 0, 114.3791613663064 41.06801034487452 0, 114.3783528887058 41.06801034139294 0, 114.3783528844682 41.06774085029772 0, 114.3780833941447 41.06774084585932 0, 114.3780833885219 41.06747135499005 0, 114.3766877648553 41.06750948991434 0, 114.3767359207945 41.06693236919983 0, 114.376466422403 41.06262045315082 0, 114.3723431483379 41.06262044897327 0, 114.3691900537931 41.06262045284022 0, 114.3691900532669 41.07232226870468 0, 114.3729629923568 41.07232226854747 0, 114.3729629970337 41.07178328270849 0, 114.3875156997887 41.07151378539345 0))"
36.4644,114.346,Hebei,0.19560103734,2.01755270786,1,Handan,Ci,"POLYGON Z ((114.3506482434947 36.4632428429512 0, 114.3419413739453 36.4631864663503 0, 114.3418221251492 36.46417848287283 0, 114.3418409889578 36.46418618872745 0, 114.3431769229452 36.4643491781876 0, 114.3431401935121 36.46572857605135 0, 114.3506610070939 36.46558823700732 0, 114.3506482434947 36.4632428429512 0))"
35.7041,107.244,Gansu,0.00875142477759,0.374562460322,0,Qingyang,Zhenyuan,"POLYGON Z ((107.2445617166106 35.70372062504082 0, 107.2434837257454 35.70372062476655 0, 107.2434837256174 35.70452912006091 0, 107.2445617171529 35.70452911972189 0, 107.2445617166106 35.70372062504082 0))"
35.7043,107.254,Gansu,0.00875142506885,0.394998895284,0,Qingyang,Zhenyuan,"POLYGON Z ((107.2545330177299 35.70372062523453 0, 107.2537245205593 35.70372062516996 0, 107.2537245194646 35.70479861463477 0, 107.2545330174552 35.70479861490744 0, 107.2545330177299 35.70372062523453 0))"
27.5549,101.305,Sichuan,0.444589175635,4.02902434764,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.3005785478291 27.56040158560229 0, 101.3019364702564 27.55959425505988 0, 101.3027449604361 27.55959425833015 0, 101.3035534431675 27.55959425757955 0, 101.3043619326182 27.55959425464261 0, 101.3043619372908 27.55932476267431 0, 101.3046314277571 27.55932475993544 0, 101.3046314322764 27.55824678033954 0, 101.3062483980698 27.55689930699322 0, 101.3062483994121 27.5560908279995 0, 101.3065178867768 27.55609082842334 0, 101.3079149789127 27.55477137726373 0, 101.3093490064922 27.55528248885145 0, 101.3100223777253 27.55528246590269 0, 101.3097518293537 27.55285688429939 0, 101.3093086632625 27.55246125060744 0, 101.3086535463168 27.54985000199846 0, 101.3073263553092 27.54962294556436 0, 101.3057093917307 27.5504314292457 0, 101.305709389508 27.55177890594241 0, 101.305536377277 27.55316303306351 0, 101.3040917488288 27.55312426397716 0, 101.3024950340478 27.55373131792578 0, 101.3028265980819 27.55446109903048 0, 101.3038242015027 27.5545216434159 0, 101.303283936163 27.55743828856734 0, 101.3000517824647 27.55858271268646 0, 101.3000517830566 27.5604015688652 0, 101.3005785478291 27.56040158560229 0))"
27.4832,101.629,Sichuan,0.437784990953,3.68813758083,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.6336843506964 27.48575273637137 0, 101.6334148574284 27.48440526258931 0, 101.6334148572895 27.48386628339443 0, 101.6336843466241 27.48386627962714 0, 101.6336843514822 27.48359678885584 0, 101.6339538432442 27.48359678602761 0, 101.6339538459083 27.48278829373042 0, 101.6326063722754 27.48090183163854 0, 101.6326063686804 27.48009334534569 0, 101.6299114162356 27.48009334097603 0, 101.629641920981 27.48009334098829 0, 101.6274859589011 27.48009334475195 0, 101.6274859546573 27.48090183372434 0, 101.6272164622951 27.48251879072623 0, 101.6262462047584 27.4826020577079 0, 101.6253298513246 27.48143977338391 0, 101.6242520349857 27.48144081695794 0, 101.6226350565099 27.48144081783937 0, 101.6226350518382 27.4817103080219 0, 101.6223655623625 27.48171031208984 0, 101.6223655618017 27.48251880727264 0, 101.623174041169 27.48251881020896 0, 101.6231740450936 27.48278830227797 0, 101.6242520204985 27.48278830515559 0, 101.6242520218877 27.48332728916723 0, 101.6261384833065 27.48467476290639 0, 101.6287733327172 27.48464573319221 0, 101.6301809094869 27.48467476686412 0, 101.6312588836897 27.48467476665655 0, 101.6323368570913 27.48602223381103 0, 101.6323368606927 27.48683072124447 0, 101.6336843469635 27.48683072080003 0, 101.6336843506964 27.48575273637137 0))"
27.4902,101.606,Sichuan,0.0230643105809,0.718341707012,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.6072738746985 27.49060364494052 0, 101.6072738747783 27.48952565478267 0, 101.6064653789647 27.48952565529195 0, 101.6064653749515 27.48979514566774 0, 101.6053874011646 27.48979515021193 0, 101.6053873966993 27.49006464097399 0, 101.6051179062186 27.4900646453377 0, 101.6051179059833 27.49087313887142 0, 101.6059264022365 27.49087313933141 0, 101.6059264057588 27.49060364768712 0, 101.6072738746985 27.49060364494052 0))"
27.6827,101.48,Sichuan,0.130720862307,1.83806926485,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.4814198915808 27.68032782102588 0, 101.4806113957614 27.68032782074957 0, 101.4792639232658 27.68113630538427 0, 101.4792639193872 27.68140579605663 0, 101.4789944284199 27.6814057989528 0, 101.4789944237448 27.68167529103132 0, 101.4787249340608 27.68167529408043 0, 101.4787249305271 27.68194478491257 0, 101.4784554389 27.68194478828242 0, 101.4784554344985 27.68221427967375 0, 101.4781859472392 27.68221428133518 0, 101.4781839633398 27.68282455815652 0, 101.4784554456153 27.68329227574313 0, 101.4787249303894 27.68329227637587 0, 101.4787249334505 27.68356176684048 0, 101.4792639232273 27.68383124903491 0, 101.4792639230813 27.68517873432235 0, 101.4803419128313 27.68517873361545 0, 101.4803419170442 27.68490924420537 0, 101.4806114084546 27.68490923986121 0, 101.4806114120474 27.6841007600224 0, 101.4808809017883 27.68410075588721 0, 101.4808809061753 27.68356177109095 0, 101.4811503973364 27.68356176705276 0, 101.4811504008842 27.68329227580513 0, 101.4814198922532 27.68329227197584 0, 101.4814198960799 27.68302278207842 0, 101.4822283747473 27.68302277777217 0, 101.4822283789846 27.68275328741921 0, 101.4824978696938 27.68275328289963 0, 101.4824978701428 27.68194478764088 0, 101.4822283794592 27.68194478465048 0, 101.4822283750926 27.6816752935946 0, 101.4816893895761 27.68167529128454 0, 101.481689386437 27.68059731532422 0, 101.4814198962157 27.68059731165835 0, 101.4814198915808 27.68032782102588 0))"
27.6262,101.51,Sichuan,1.57987526933,8.80068309761,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.5180711622795 27.63451375038193 0, 101.5188777490126 27.63280236885486 0, 101.5180706203631 27.63127896617593 0, 101.5172634970572 27.63127901120506 0, 101.5167239732446 27.63235811001173 0, 101.5134897477308 27.6318187917154 0, 101.5118727882681 27.63047132788252 0, 101.5118727884517 27.62831537691127 0, 101.5132202545624 27.62750689733376 0, 101.5140287358289 27.6275068972469 0, 101.5170613172474 27.62967812556892 0, 101.5188777486821 27.62777852504697 0, 101.5169931818593 27.62615941042104 0, 101.5171157885607 27.62493078870335 0, 101.5128076924957 27.62283071987162 0, 101.5107818473934 27.62430585713578 0, 101.5106645445389 27.62371561537898 0, 101.5110643043741 27.62184750390564 0, 101.5110643004146 27.62076951716843 0, 101.5107948090865 27.62076951388875 0, 101.5107948070787 27.62050002530654 0, 101.5089083474033 27.61915255075745 0, 101.5086388489694 27.61672709905068 0, 101.5064814573279 27.61618933638935 0, 101.5054049003168 27.61780507892635 0, 101.5054048982745 27.61834406332898 0, 101.5051354061362 27.61834406616413 0, 101.5051354029404 27.61915255322702 0, 101.5032489427292 27.62076951707002 0, 101.503248939363 27.62130850377214 0, 101.502979448155 27.6213085073141 0, 101.5029794437443 27.62157799819909 0, 101.5024404592393 27.62157800099374 0, 101.5024404552449 27.62184749317228 0, 101.5021709654565 27.62184749564496 0, 101.5021709604532 27.62211698668804 0, 101.5019014698696 27.6221169902722 0, 101.5019014700903 27.62319498008597 0, 101.5035184504814 27.62319497971853 0, 101.5040574243666 27.62454244956543 0, 101.5051354077376 27.62669841102013 0, 101.5056743955438 27.62750689266807 0, 101.5073076659806 27.6288532203018 0, 101.5075608555568 27.63154930326704 0, 101.5075608535925 27.63235778238722 0, 101.5072913640621 27.63235778464551 0, 101.507291363504 27.63424425761321 0, 101.5075608536498 27.63424426162121 0, 101.5075608576524 27.6345137518238 0, 101.5086388492186 27.63451375209958 0, 101.5086388527712 27.63397476700676 0, 101.5097187495753 27.63370469694755 0, 101.5097187503337 27.63277891627809 0, 101.5124117667653 27.63370527234444 0, 101.514028729827 27.63370527224665 0, 101.5156456916391 27.63505274043763 0, 101.5156456959441 27.6361307204245 0, 101.5164541900014 27.63613072311436 0, 101.5180711622795 27.63451375038193 0))"
27.6728,101.481,Sichuan,0.12951996311,1.97487589686,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.4808809011612 27.67547693110742 0, 101.4822283788567 27.67359046367226 0, 101.4822283788534 27.67332097708073 0, 101.4824978702636 27.67332097336717 0, 101.4824978738374 27.67278198712851 0, 101.4830368587068 27.67278198275663 0, 101.4830368630222 27.67197350440445 0, 101.4833063541834 27.67197350041449 0, 101.4833063544753 27.67116500507483 0, 101.4817381631364 27.67025903437015 0, 101.4796885956906 27.67117150266663 0, 101.4809970101595 27.67431934392673 0, 101.4789308393561 27.67405163625852 0, 101.4787453756327 27.67426983335313 0, 101.478994427448 27.67520743461305 0, 101.4800724027396 27.67520743911842 0, 101.4800724064857 27.67547692906479 0, 101.4808809011612 27.67547693110742 0))"
27.6842,101.476,Sichuan,0.0230243343766,0.667578258127,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.4765689892363 27.68356175617942 0, 101.4754909987593 27.6835617561223 0, 101.4754909949294 27.68383124692256 0, 101.474682514591 27.68383124975301 0, 101.4746825150661 27.68463974488429 0, 101.475490994741 27.68463974933194 0, 101.4754909985815 27.68490924028433 0, 101.4765689894071 27.68490923959786 0, 101.4765689892363 27.68356175617942 0))"
27.7664,102.24,Sichuan,0.330820355995,2.6080578744,0,LiangshanYi,Xichang,"POLYGON Z ((102.2400472044766 27.76225418210568 0, 102.2392387092957 27.76225418013232 0, 102.238699716069 27.76387115212906 0, 102.2384302220792 27.76602711113426 0, 102.2384302219171 27.7668355863167 0, 102.2381607309351 27.76683558990281 0, 102.2381607265567 27.76791356388338 0, 102.2378912362779 27.76791356833066 0, 102.2378912360111 27.77006953478527 0, 102.2381607270714 27.77006953923638 0, 102.2381607313374 27.77033902919855 0, 102.2392387209049 27.77033902888004 0, 102.2398828691349 27.77033285964959 0, 102.2416641731284 27.76980004003583 0, 102.2416641771674 27.76953054915999 0, 102.2419336673444 27.76953054456606 0, 102.2419336706023 27.76926105509577 0, 102.2427421514215 27.7692610506777 0, 102.2427421506709 27.76791356772066 0, 102.2424726598001 27.76791356421698 0, 102.2422031624526 27.76387114927171 0, 102.2420824722107 27.762767984384 0, 102.2403167001907 27.76252367560999 0, 102.2400472044766 27.76225418210568 0))"
27.6796,101.469,Sichuan,0.0484323851828,1.14863873664,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.4698316244213 27.67817186411244 0, 101.4682146455134 27.67817186378061 0, 101.4682146448192 27.67924985329924 0, 101.468484135462 27.67924985630031 0, 101.4684841391489 27.67978884284219 0, 101.4690231251937 27.67978884619542 0, 101.4690231287371 27.6800583369176 0, 101.4692926191113 27.68005834003387 0, 101.4692926226597 27.68032783221799 0, 101.4695621139725 27.68032783475214 0, 101.469562117782 27.6808668210774 0, 101.4698316078165 27.68086682404392 0, 101.4698316122376 27.68113631626783 0, 101.4706401084628 27.68113631621188 0, 101.4706401083584 27.67978883162921 0, 101.4701011228927 27.67978882927678 0, 101.4701011188203 27.67844135860991 0, 101.4698316274833 27.67844135588125 0, 101.4698316244213 27.67817186411244 0))"
27.6353,101.522,Sichuan,0.0262114853695,0.681193594712,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.5223830728042 27.63559173078341 0, 101.522383073446 27.63451374161934 0, 101.520766093034 27.63451374204318 0, 101.5207660930583 27.63613072011267 0, 101.521844083236 27.63613071976681 0, 101.5218440865606 27.63586122915964 0, 101.5221135778118 27.63586122491975 0, 101.5221135824195 27.63559173475872 0, 101.5223830728042 27.63559173078341 0))"
27.4948,101.635,Sichuan,0.207310404273,2.24589024952,0,LiangshanYi,Yanyuan,"POLYGON Z ((101.6366487933852 27.49734100277606 0, 101.6366487933958 27.49545454069742 0, 101.636648788834 27.49464605321024 0, 101.6361098027284 27.49410706611972 0, 101.6361119793152 27.49302899424982 0, 101.6347623273709 27.49114262267274 0, 101.6339538295504 27.49114262230201 0, 101.6331453407293 27.4927595941404 0, 101.633146664144 27.4946476638718 0, 101.6322058168054 27.49490626524732 0, 101.6330529954936 27.49645808581865 0, 101.6336817663957 27.49614144972015 0, 101.6350318047183 27.49707150882269 0, 101.6350318094724 27.49787999864026 0, 101.6353012999119 27.49788000242266 0, 101.6353013043965 27.49841898768824 0, 101.636379294444 27.49841898820623 0, 101.6363792981502 27.49814949562615 0, 101.6366487892354 27.49814949309964 0, 101.6366487933852 27.49734100277606 0))"
27.1394,102.238,Sichuan,0.468702937742,4.05317680401,0,LiangshanYi,Dechang,"POLYGON Z ((102.2370827712144 27.1321758367199 0, 102.2370827669471 27.13190634588767 0, 102.2362742713809 27.13190634623388 0, 102.2362742672278 27.1335233199878 0, 102.2357361542101 27.13494422281564 0, 102.2358086084106 27.14033902007727 0, 102.2368152919266 27.1414346412698 0, 102.2397841354872 27.14704527364751 0, 102.2407186394208 27.14692747817733 0, 102.2403167019316 27.1424166354133 0, 102.2403167019033 27.13945219406562 0, 102.2400472110113 27.13945219074525 0, 102.2400472071126 27.13837421586905 0, 102.2395082215006 27.13837421324439 0, 102.2395082177601 27.13810472098042 0, 102.2392387274064 27.1381047178448 0, 102.2392387265612 27.13729625163641 0, 102.239508217764 27.13729624773536 0, 102.2395082194639 27.13594876615926 0, 102.2378912527815 27.13406230861273 0, 102.2378912499601 27.13271483005129 0, 102.2376217602979 27.13271482700013 0, 102.2376217560307 27.13217583977968 0, 102.2370827712144 27.1321758367199 0))"
26.3899,101.985,Sichuan,0.0642361665377,1.64702469119,0,LiangshanYi,Huili,"POLYGON Z ((101.987261273759 26.39106573919093 0, 101.9872612736926 26.39025724389115 0, 101.9869917827204 26.3902572410981 0, 101.9869917793597 26.38998775000119 0, 101.9856443106558 26.38998774698769 0, 101.9856443074779 26.38917926628513 0, 101.9853748161755 26.38917926271847 0, 101.9853748118648 26.38864027658026 0, 101.9848358271159 26.38864027398341 0, 101.9848358227181 26.38837078240431 0, 101.9840273267081 26.38837078170291 0, 101.9840273230634 26.38864027358497 0, 101.9834883383111 26.38864027701476 0, 101.9834883338117 26.38890976768223 0, 101.9832188434244 26.38890977133202 0, 101.9832188425155 26.38998776143054 0, 101.9842968341633 26.38998776119757 0, 101.9842968377965 26.3897182690678 0, 101.9845663123564 26.38971826923558 0, 101.9845663116141 26.39052674429173 0, 101.9845663159971 26.39079624365944 0, 101.9853748115762 26.3907962439481 0, 101.9853748165569 26.39025725834732 0, 101.9856442909891 26.39025725795918 0, 101.9856442945434 26.39106573928099 0, 101.9861832801878 26.39106574177091 0, 101.9861832841916 26.39133523402724 0, 101.9869917787828 26.39133523424529 0, 101.9869917826738 26.39106574223391 0, 101.987261273759 26.39106573919093 0))"
26.921,102.22,Sichuan,0.0631449524115,1.41216247862,0,LiangshanYi,Huili,"POLYGON Z ((102.2195656168128 26.92223956863818 0, 102.2195656213006 26.92197007763906 0, 102.2198351076939 26.92197007771349 0, 102.2219910645984 26.92089209986722 0, 102.2227995536105 26.92089209707167 0, 102.2227995566367 26.92062260487538 0, 102.2230690483685 26.92062260155768 0, 102.2230690478557 26.91981410736928 0, 102.2219910597686 26.9198141036328 0, 102.2198351033078 26.92089208282014 0, 102.2195656206212 26.9208920827458 0, 102.2195656165934 26.92062259076302 0, 102.2187571213626 26.92062259078878 0, 102.218757116642 26.92116157744205 0, 102.2179486369374 26.92116158031379 0, 102.2179486374924 26.92197007462991 0, 102.2184876217531 26.92197007802924 0, 102.2184876264104 26.92223956912748 0, 102.2195656168128 26.92223956863818 0))"
26.904,102.23,Sichuan,0.0535613686346,1.555724224,0,LiangshanYi,Huili,"POLYGON Z ((102.2314233799067 26.90283595884264 0, 102.2314233799956 26.90202746480399 0, 102.2306148853422 26.90202746512072 0, 102.2306148812923 26.90256645139136 0, 102.2295369055464 26.90256645435041 0, 102.2295369016132 26.90310543984416 0, 102.2292674120497 26.90310544279851 0, 102.2292674074847 26.90364442874007 0, 102.2284589276794 26.90364443183049 0, 102.2284589275634 26.90472242116287 0, 102.2287284176781 26.90472242368698 0, 102.2287284215293 26.90606989389164 0, 102.2295369182267 26.90606989377813 0, 102.2295369215323 26.90553090802406 0, 102.2298064130483 26.90553090485548 0, 102.2298064132184 26.90418342096479 0, 102.2295369215285 26.90418341844015 0, 102.2295369215576 26.9039139408027 0, 102.2306148965974 26.90391393812102 0, 102.23061490072 26.90283596202783 0, 102.2314233799067 26.90283595884264 0))"
26.229,102.109,Sichuan,0.343150497574,3.24922636846,0,LiangshanYi,Huili,"POLYGON Z ((102.1114967540815 26.22525536222987 0, 102.1117677642428 26.22344009390097 0, 102.1096118121778 26.22344009761026 0, 102.1096118076822 26.22424858822632 0, 102.1098813019789 26.22532656622856 0, 102.1078196458739 26.22603102572419 0, 102.1077253538367 26.2272130180634 0, 102.106647371406 26.22721302222726 0, 102.1066473669007 26.22775200664791 0, 102.1063778773446 26.22775201130082 0, 102.1063778728318 26.22856049990541 0, 102.1063778734376 26.22909948771926 0, 102.1061083776636 26.23098595134937 0, 102.1061083785451 26.23206392828322 0, 102.1082638447423 26.23475983838149 0, 102.1088033426016 26.2344893836785 0, 102.1090728351301 26.23341140816742 0, 102.1090728393557 26.23260291988381 0, 102.1098813216176 26.23044696261012 0, 102.1098813181376 26.22909948391626 0, 102.1106898023987 26.22640454984151 0, 102.1114967540815 26.22525536222987 0))"
26.9059,102.219,Sichuan,0.187567318371,2.11511270529,0,LiangshanYi,Huili,"POLYGON Z ((102.2222340485328 26.90646166960991 0, 102.222408622751 26.90462934316582 0, 102.2184876416012 26.90472241384818 0, 102.2184876384529 26.90337493798485 0, 102.217679141999 26.90337493803663 0, 102.217679137661 26.90364442863874 0, 102.2174096476097 26.90364443202953 0, 102.2174096435662 26.90391392397039 0, 102.2171401525884 26.90391392677143 0, 102.2171401493308 26.90499190937097 0, 102.216361994916 26.90653488961632 0, 102.2157926796134 26.90741735534215 0, 102.2157926805452 26.90822585020565 0, 102.2168706679554 26.90822585362692 0, 102.2176791515099 26.90768686521594 0, 102.2192961258335 26.90729869659559 0, 102.2222340485328 26.90646166960991 0))"
26.182,102.06,Sichuan,0.187801602438,2.55680801838,0,LiangshanYi,Huili,"POLYGON Z ((102.0647623468499 26.18084866782031 0, 102.0646281612023 26.18017605197259 0, 102.0624502613553 26.18032095966101 0, 102.0578034135694 26.1806807808749 0, 102.0578269633009 26.18210989267607 0, 102.0536853699834 26.18324461522523 0, 102.0538654694768 26.18405903189259 0, 102.0578189801535 26.18312524818916 0, 102.0621090289962 26.18211197328411 0, 102.0647038527131 26.18157675118929 0, 102.0647623468499 26.18084866782031 0))"
26.5225,102.322,Sichuan,0.0441125340182,1.16453677865,0,LiangshanYi,Huili,"POLYGON Z ((102.323051545567 26.5209621213906 0, 102.3217040599327 26.52096212089934 0, 102.3217040558449 26.52123161290476 0, 102.3214345654729 26.5212316156964 0, 102.3214345659245 26.52419606695322 0, 102.3225125564708 26.52419606659316 0, 102.3225125603232 26.52338758680124 0, 102.322782050725 26.5233875829303 0, 102.3227820507196 26.5223095937704 0, 102.3222430657409 26.52230959134932 0, 102.3222430658886 26.52177061997059 0, 102.3230515446932 26.52177061631485 0, 102.323051545567 26.5209621213906 0))"
26.224,102.106,Sichuan,0.0160815261347,0.507256698484,0,LiangshanYi,Huili,"POLYGON Z ((102.1066473828931 26.22344009830358 0, 102.1052998975586 26.22344009811449 0, 102.1052998981241 26.22451808631737 0, 102.1066473826303 26.22451808591386 0, 102.1066473828931 26.22344009830358 0))"
26.9067,102.226,Sichuan,0.0143893021799,0.518573755753,0,LiangshanYi,Huili,"POLYGON Z ((102.2263029825883 26.90606988328341 0, 102.2254944867089 26.90606988260751 0, 102.2254944829446 26.90633937519993 0, 102.2252249927047 26.90633937808545 0, 102.2252249932063 26.90714787285969 0, 102.2254944825174 26.90714787616806 0, 102.2254944872671 26.9074173670725 0, 102.2263029830514 26.90741736686342 0, 102.2263029825883 26.90606988328341 0))"
27.4547,102.681,Sichuan,0.747617016848,4.79329606514,0,LiangshanYi,Puge,"POLYGON Z ((102.6863302595424 27.45529986017623 0, 102.6861499420875 27.45340992627646 0, 102.6852492730937 27.45368631972094 0, 102.6844437893124 27.45071843876555 0, 102.6849555274491 27.44862126974826 0, 102.6839048069471 27.44856248637276 0, 102.6830963267948 27.44856248237649 0, 102.6830963230729 27.44829299187413 0, 102.6820183330816 27.44829299211349 0, 102.6820183286947 27.44856248203436 0, 102.6817488383484 27.44856248609733 0, 102.6817488342657 27.44883197735526 0, 102.6814793440557 27.44883198076756 0, 102.6814793401093 27.44910147166862 0, 102.6812098491323 27.44910147619042 0, 102.6812098452382 27.44937096588792 0, 102.6809403543976 27.44937096975904 0, 102.6809403497364 27.44964046085985 0, 102.6804013649459 27.4496404652217 0, 102.6804013604735 27.44990995505241 0, 102.6795928822576 27.44990995880701 0, 102.679592878362 27.45017944984219 0, 102.6793233872785 27.45017945430937 0, 102.6793233835193 27.45044894498785 0, 102.6790538915008 27.45044894887062 0, 102.6785149032703 27.45233541129626 0, 102.6780837174852 27.45368287988728 0, 102.6777064184755 27.45368288275885 0, 102.6777064189884 27.45529986107161 0, 102.6785148989829 27.45529986528122 0, 102.6785149026481 27.4555693557739 0, 102.6793233827369 27.45556936000544 0, 102.6793233828855 27.4561083306865 0, 102.6790538917552 27.45610833500287 0, 102.679053887648 27.45637782522146 0, 102.6785149031815 27.45637782871378 0, 102.6785148992809 27.45718630868812 0, 102.6782454088636 27.45718631268022 0, 102.6782454054172 27.4574558040792 0, 102.6777064192465 27.45745580796897 0, 102.6777064149173 27.45772529816428 0, 102.6774369268317 27.45772529929156 0, 102.676089448715 27.45907277697842 0, 102.6760894518312 27.45988126925261 0, 102.6763589432797 27.45988127300552 0, 102.6763589444911 27.46042025691591 0, 102.6782454120838 27.46149823971511 0, 102.6790539025261 27.46149823865356 0, 102.6798623921955 27.4598812657618 0, 102.6801318828555 27.4596117741105 0, 102.6806708593007 27.45907278473052 0, 102.6814793563407 27.45907278466888 0, 102.6814793602025 27.45826430632719 0, 102.6822878391835 27.45826430160439 0, 102.6825641452141 27.45731203811775 0, 102.6843752556746 27.45566175885428 0, 102.6863302595424 27.45529986017623 0))"
28.1775,102.883,Sichuan,0.436341740973,3.05621965448,0,LiangshanYi,Zhaojue,"POLYGON Z ((102.8800985440459 28.18167627025104 0, 102.8809053430775 28.18131827475184 0, 102.8817138374681 28.18131827493836 0, 102.883059455492 28.18131798186106 0, 102.8854867625374 28.17943181410796 0, 102.8862952474645 28.17781484799389 0, 102.8876427195259 28.17781484534188 0, 102.8876427229962 28.17673685929923 0, 102.8862952446418 28.17485039190191 0, 102.8860257560303 28.17485039031047 0, 102.8860257533146 28.17458089892926 0, 102.8857474746011 28.17323364305662 0, 102.8825223101389 28.17323342593483 0, 102.8825223103021 28.17458091039014 0, 102.8825223117238 28.17538938094331 0, 102.8814443292335 28.17673685882627 0, 102.8814443282566 28.17754533565424 0, 102.8811748373251 28.17754534022108 0, 102.8811748329089 28.17781482958168 0, 102.8809053432803 28.17781483427989 0, 102.8809053387433 28.17835381941605 0, 102.880635848216 28.17835382262486 0, 102.879559063417 28.17943183396746 0, 102.8790194974296 28.18160418637483 0, 102.8800985440459 28.18167627025104 0))"
27.4707,102.74,Sichuan,0.0572729281449,1.44161860989,0,LiangshanYi,Puge,"POLYGON Z ((102.7413071559057 27.4685050863772 0, 102.7402291649458 27.4685050857735 0, 102.7402291613091 27.46931357328715 0, 102.7394206765697 27.47093053964289 0, 102.739420676711 27.47146952189915 0, 102.738612197863 27.47146952576671 0, 102.7386121938869 27.47200851102954 0, 102.7383427027045 27.47200851518399 0, 102.7383427028868 27.47281701036759 0, 102.7394206926575 27.472817009833 0, 102.7394206972818 27.47227802421651 0, 102.7396901875947 27.47227802124644 0, 102.7396901917774 27.4720085291061 0, 102.7402291774694 27.47200852609349 0, 102.7402291809372 27.47146954016223 0, 102.740498670841 27.47146953784665 0, 102.7413071594602 27.46931357669873 0, 102.7413071559057 27.4685050863772 0))"
26.529,102.323,Sichuan,0.051328191365,1.39243965741,0,LiangshanYi,Huili,"POLYGON Z ((102.3235905380177 26.52769948298553 0, 102.3235905339222 26.52716049685762 0, 102.322512543542 26.52716049743485 0, 102.3225125398163 26.52796897738681 0, 102.3222430496511 26.52796897971189 0, 102.3222430456773 26.52877746107614 0, 102.3219735550267 26.5287774643815 0, 102.3219735550886 26.52958595887259 0, 102.3222430460352 26.52958596341073 0, 102.3222430497951 26.52985545310698 0, 102.3225125395442 26.52985545717875 0, 102.3225125442423 26.53039444278743 0, 102.3227820348525 26.53039444717955 0, 102.3227820392737 26.5309334317098 0, 102.3235905338419 26.53093343174267 0, 102.3235905337548 26.52904695886494 0, 102.3227820550257 26.52904695562122 0, 102.3227820550052 26.52877747922269 0, 102.3235905334383 26.52877747462281 0, 102.3235905378635 26.5285079838096 0, 102.3238600289688 26.5285079802813 0, 102.3238600291122 26.52769948613305 0, 102.3235905380177 26.52769948298553 0))"
27.3856,102.713,Sichuan,0.206828464712,2.86941843207,0,LiangshanYi,Puge,"POLYGON Z ((102.7146271960147 27.38657872837503 0, 102.7146271918419 27.38630923666715 0, 102.7143577005302 27.38630923289416 0, 102.7143577010077 27.38603974577789 0, 102.7132791312471 27.38226491821963 0, 102.7113929587806 27.38226491929459 0, 102.7111254001981 27.3814578212168 0, 102.709774286001 27.38145785240385 0, 102.7095067295836 27.3821273521792 0, 102.7111237499731 27.38388379577706 0, 102.7113932408531 27.38388380010684 0, 102.7130115674883 27.38523020139205 0, 102.7135511657666 27.38630933174096 0, 102.7122000251023 27.38630932094799 0, 102.7119324631846 27.38716925199285 0, 102.7124720577946 27.3876559499023 0, 102.712740717962 27.38927368760094 0, 102.7130102085065 27.38927369216147 0, 102.7130102091321 27.38954317968621 0, 102.7148966902862 27.38981266332463 0, 102.7148966863789 27.38900418260875 0, 102.7154356754526 27.38846520439531 0, 102.7154356750955 27.38711772115388 0, 102.715166185095 27.38711771717484 0, 102.715166181195 27.38684822591611 0, 102.7148966900719 27.38684822233257 0, 102.7148966861197 27.38657873169637 0, 102.7146271960147 27.38657872837503 0))"
